"space","start","end","width","names","peak","strand","feature","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_id","entrezgene"
"11",66304475,66304694,220,"0427 ENSMUSG00000053930","0427","-","ENSMUSG00000053930",66211725,66525964,"inside",221489,92750,"Overlapping","Shisa6","380702"
"11",69122595,69122827,233,"0430 ENSMUSG00000023781","0430","+","ENSMUSG00000023781",69120404,69124055,"inside",2191,1228,"Overlapping","Hes7","84653"
"11",69332147,69332352,206,"0431 ENSMUSG00000018470","0431","+","ENSMUSG00000018470",69326258,69333042,"inside",5889,690,"Overlapping","Kcnab3","16499"
"11",72214880,72215122,243,"0443 ENSMUSG00000020801","0443","-","ENSMUSG00000020801",72211724,72215592,"inside",712,470,"Overlapping","Med31","67279"
"11",73138192,73138411,220,"0448 ENSMUSG00000005947","0448","+","ENSMUSG00000005947",73090583,73147446,"inside",47609,9035,"Overlapping","Itgae","16407"
"11",74925582,74925931,350,"0455 ENSMUSG00000001323","0455","-","ENSMUSG00000001323",74906359,74925948,"inside",366,17,"Overlapping","Srr","27364"
"11",75621605,75621874,270,"0458 ENSMUSG00000017781","0458","+","ENSMUSG00000017781",75588097,75628804,"inside",33508,6930,"Overlapping","Pitpna","18738"
"11",76217532,76217735,204,"0464 ENSMUSG00000049396","0464","-","ENSMUSG00000049396",76210571,76217664,"overlapStart",132,71,"Overlapping","Gemin4","276919"
"11",76217532,76217735,204,"0464 ENSMUSG00000017286","0464","-","ENSMUSG00000017286",76120987,76243725,"inside",26193,25990,"Overlapping","Glod4","67201"
"11",76494533,76494777,245,"0465 ENSMUSG00000017631","0465","-","ENSMUSG00000017631",76416734,76622314,"inside",127781,77799,"Overlapping","Abr","109934"
"11",77775973,77776287,315,"0468 ENSMUSG00000000631","0468","+","ENSMUSG00000000631",77763246,77865980,"inside",12727,12727,"Overlapping","Myo18a","360013"
"11",79646463,79646812,350,"0476 ENSMUSG00000017639","0476","+","ENSMUSG00000017639",79591212,79698023,"inside",55251,51211,"Overlapping","Rab11fip4","268451"
"11",80889372,80889665,294,"0482 ENSMUSG00000020704","0482","-","ENSMUSG00000020704",80880169,81968457,"inside",1079085,9203,"Overlapping","Asic2","11418"
"11",81613013,81613413,401,"0483 ENSMUSG00000020704","0483","-","ENSMUSG00000020704",80880169,81968457,"inside",355444,355044,"Overlapping","Asic2","11418"
"11",83302668,83302878,211,"0484 ENSMUSG00000035152","0484","+","ENSMUSG00000035152",83299024,83405035,"inside",3644,3644,"Overlapping","Ap2b1","71770"
"11",84129534,84129734,201,"0487 ENSMUSG00000020532","0487","+","ENSMUSG00000020532",84129672,84401651,"overlapStart",-138,62,"Overlapping","Acaca","107476"
"11",84179926,84180213,288,"0488 ENSMUSG00000020532","0488","+","ENSMUSG00000020532",84129672,84401651,"inside",50254,50254,"Overlapping","Acaca","107476"
"11",88027770,88028060,291,"0495 ENSMUSG00000086193","0495","-","ENSMUSG00000086193",88011991,88048006,"inside",20236,15779,"Overlapping","Gm11508",
"11",88187566,88187800,235,"0497 ENSMUSG00000018378","0497","+","ENSMUSG00000018378",88098058,88194140,"inside",89508,6340,"Overlapping","Cuedc1","103841"
"11",88534316,88534644,329,"0498 ENSMUSG00000069769","0498","-","ENSMUSG00000069769",88339382,88718513,"inside",184197,183869,"Overlapping","Msi2","76626"
"11",89060514,89060994,481,"0502 ENSMUSG00000000276","0502","-","ENSMUSG00000000276",89035179,89066850,"inside",6336,5856,"Overlapping","Dgke","56077"
"11",89067998,89068333,336,"0503 ENSMUSG00000063109","0503","+","ENSMUSG00000063109",89064729,89069098,"inside",3269,765,"Overlapping","A930013B10Rik","414094"
"11",93968103,93968366,264,"0505 ENSMUSG00000037601","0505","-","ENSMUSG00000037601",93956979,93968521,"inside",418,155,"Overlapping","Nme1","18102"
"11",95145192,95145399,208,"0512 ENSMUSG00000020871","0512","-","ENSMUSG00000020871",95140456,95146263,"inside",1071,864,"Overlapping","Dlx4","13394"
"11",95805467,95805842,376,"0515 ENSMUSG00000075595","0515","+","ENSMUSG00000075595",95712673,95835115,"inside",92794,29273,"Overlapping","Zfp652","268469"
"11",96346082,96346456,375,"0523 ENSMUSG00000048763","0523","+","ENSMUSG00000048763",96323326,96346685,"inside",22756,229,"Overlapping","Hoxb3","15410"
"11",96346082,96346456,375,"0523 ENSMUSG00000084844","0523","-","ENSMUSG00000084844",96343072,96354691,"inside",8609,3010,"Overlapping","Hoxb3os","110641"
"11",96353261,96353461,201,"0524 ENSMUSG00000075588","0524","+","ENSMUSG00000075588",96350525,96354016,"inside",2736,555,"Overlapping","Hoxb2","103889"
"11",96697493,96697817,325,"0527 ENSMUSG00000057058","0527","+","ENSMUSG00000057058",96464593,96759130,"inside",232900,61313,"Overlapping","Skap1","78473"
"11",96929150,96929395,246,"0531 ENSMUSG00000078700","0531","+","ENSMUSG00000078700",96916270,96965060,"inside",12880,12880,"Overlapping","D030028A08Rik","319371"
"11",96956002,96956251,250,"0532 ENSMUSG00000018678","0532","-","ENSMUSG00000018678",96953340,96982959,"inside",26957,2662,"Overlapping","Sp2","78912"
"11",96956002,96956251,250,"0532 ENSMUSG00000078700","0532","+","ENSMUSG00000078700",96916270,96965060,"inside",39732,8809,"Overlapping","D030028A08Rik","319371"
"11",97021875,97022406,532,"0533 ENSMUSG00000038560","0533","+","ENSMUSG00000038560",97013394,97024734,"inside",8481,2328,"Overlapping","Sp6","83395"
"11",98438774,98439117,344,"0543 ENSMUSG00000084835","0543","+","ENSMUSG00000084835",98438037,98439046,"overlapEnd",737,71,"Overlapping","Gm12352",
"11",98964523,98964984,462,"0548 ENSMUSG00000037992","0548","+","ENSMUSG00000037992",98927818,98974942,"inside",36705,9958,"Overlapping","Rara","19401"
"11",101173761,101174171,411,"0555 ENSMUSG00000017167","0555","+","ENSMUSG00000017167",101170523,101190724,"inside",3238,3238,"Overlapping","Cntnap1","53321"
"11",101465092,101465309,218,"0557 ENSMUSG00000034993","0557","-","ENSMUSG00000034993",101458745,101466230,"inside",1138,921,"Overlapping","Vat1","26949"
"11",102437514,102438145,632,"0562 ENSMUSG00000034685","0562","-","ENSMUSG00000034685",102436981,102447682,"inside",10168,533,"Overlapping","Fam171a2","217219"
"11",103199327,103199527,201,"0569 ENSMUSG00000020940","0569","-","ENSMUSG00000020940",103198946,103208558,"inside",9231,381,"Overlapping","1700023F06Rik","69441"
"11",106066632,106066999,368,"0572 ENSMUSG00000001983","0572","+","ENSMUSG00000001983",106066061,106073612,"inside",571,571,"Overlapping","Taco1","70207"
"11",106788951,106789260,310,"0573 ENSMUSG00000018372","0573","+","ENSMUSG00000018372",106789252,106819930,"overlapStart",-301,8,"Overlapping","Cep95","320162"
"11",107352611,107353147,537,"0575 ENSMUSG00000040430","0575","-","ENSMUSG00000040430",107207892,107470699,"inside",118088,117552,"Overlapping","Pitpnc1","71795"
"11",107983251,107983507,257,"0577 ENSMUSG00000050965","0577","-","ENSMUSG00000050965",107933387,108343928,"inside",360677,49864,"Overlapping","Prkca","18750"
"11",109476219,109476448,230,"0579 ENSMUSG00000020604","0579","+","ENSMUSG00000020604",109473374,109573330,"inside",2845,2845,"Overlapping","Arsg","74008"
"11",113565705,113565962,258,"0589 ENSMUSG00000041654","0589","-","ENSMUSG00000041654",113244853,113650079,"inside",84374,84117,"Overlapping","Slc39a11","69806"
"11",115257916,115258342,427,"0591 ENSMUSG00000020734","0591","-","ENSMUSG00000020734",115249169,115267243,"inside",9327,8747,"Overlapping","Grin2c","14813"
"11",116852886,116853110,225,"0602 ENSMUSG00000090266","0602","+","ENSMUSG00000090266",116843278,116854263,"inside",9608,1153,"Overlapping","Mettl23","74319"
"11",116852886,116853110,225,"0602 ENSMUSG00000020818","0602","+","ENSMUSG00000020818",116852440,116875635,"inside",446,446,"Overlapping","Mfsd11","69900"
"11",116853626,116853901,276,"0603 ENSMUSG00000090266","0603","+","ENSMUSG00000090266",116843278,116854263,"inside",10348,362,"Overlapping","Mettl23","74319"
"11",116853626,116853901,276,"0603 ENSMUSG00000020818","0603","+","ENSMUSG00000020818",116852440,116875635,"inside",1186,1186,"Overlapping","Mfsd11","69900"
"11",117147131,117147457,327,"0606 ENSMUSG00000020823","0606","+","ENSMUSG00000020823",117115168,117159268,"inside",31963,11811,"Overlapping","Sec14l1","74136"
"11",117308379,117308814,436,"0607 ENSMUSG00000059248","0607","+","ENSMUSG00000059248",117199661,117362325,"inside",108718,53511,"Overlapping","Sept9","53860"
"11",117341305,117341561,257,"0608 ENSMUSG00000059248","0608","+","ENSMUSG00000059248",117199661,117362325,"inside",141644,20764,"Overlapping","Sept9","53860"
"11",118202644,118202851,208,"0615 ENSMUSG00000017132","0615","-","ENSMUSG00000017132",118132019,118248592,"inside",45948,45741,"Overlapping","Cyth1","19157"
"11",118551729,118551997,269,"0618 ENSMUSG00000025576","0618","-","ENSMUSG00000025576",118489762,118911597,"inside",359868,61967,"Overlapping","Rbfox3","52897"
"11",118603214,118603542,329,"0619 ENSMUSG00000025576","0619","-","ENSMUSG00000025576",118489762,118911597,"inside",308383,113452,"Overlapping","Rbfox3","52897"
"11",119156235,119156586,352,"0623 ENSMUSG00000039976","0623","-","ENSMUSG00000039976",119143045,119228499,"inside",72264,13190,"Overlapping","Tbc1d16","207592"
"11",119937891,119938406,516,"0626 ENSMUSG00000085207","0626","-","ENSMUSG00000085207",119935803,119942698,"inside",4807,2088,"Overlapping","Gm11767","100379611"
"12",3238525,3238733,209,"0639 ENSMUSG00000079179","0639","+","ENSMUSG00000079179",3235504,3250377,"inside",3021,3021,"NearestStart","1700012B15Rik","74173"
"12",3572292,3572559,268,"0640 ENSMUSG00000071454","0640","+","ENSMUSG00000071454",3572381,3781796,"overlapStart",-89,89,"NearestStart","Dtnb","13528"
"12",4917134,4917346,213,"0642 ENSMUSG00000052812","0642","+","ENSMUSG00000052812",4917404,5044047,"upstream",-270,58,"NearestStart","Atad2b","320817"
"12",12177388,12177769,382,"0643 ENSMUSG00000089047","0643","+","ENSMUSG00000089047",12106737,12106867,"downstream",70651,70521,"NearestStart","Gm26171",
"12",12788344,12788893,550,"0644 ENSMUSG00000091430","0644","+","ENSMUSG00000091430",12787985,12794285,"inside",359,359,"NearestStart","Gm17337",
"12",12803654,12803922,269,"0645 ENSMUSG00000091430","0645","+","ENSMUSG00000091430",12787985,12794285,"downstream",15669,9369,"NearestStart","Gm17337",
"12",17709487,17709726,240,"0648 ENSMUSG00000071379","0648","+","ENSMUSG00000071379",17690814,17791926,"inside",18673,18673,"NearestStart","Hpcal1","53602"
"12",24708130,24708330,201,"0649 ENSMUSG00000020649","0649","+","ENSMUSG00000020649",24708241,24714146,"overlapStart",-111,89,"NearestStart","Rrm2","20135"
"12",32824732,32824949,218,"0653 ENSMUSG00000096954","0653","+","ENSMUSG00000096954",32821872,32826904,"inside",2860,1955,"NearestStart","CT572998.1",
"12",38779340,38779661,322,"0655 ENSMUSG00000004151","0655","+","ENSMUSG00000004151",38779380,38868215,"overlapStart",-40,40,"NearestStart","Etv1","14009"
"12",40984806,40985022,217,"0657 ENSMUSG00000056899","0657","+","ENSMUSG00000056899",41024090,41955588,"upstream",-39284,39068,"NearestStart","Immp2l","93757"
"12",42526029,42526272,244,"0659 ENSMUSG00000093214","0659","+","ENSMUSG00000093214",42281716,42281813,"downstream",244313,244216,"NearestStart","Gm25248",
"12",51347955,51348389,435,"0660 ENSMUSG00000035293","0660","+","ENSMUSG00000035293",51348061,51376986,"overlapStart",-106,106,"NearestStart","G2e3","217558"
"12",51593225,51593467,243,"0661 ENSMUSG00000020953","0661","+","ENSMUSG00000020953",51593341,51605773,"overlapStart",-116,116,"NearestStart","Coch","12810"
"12",52395294,52395560,267,"0662 ENSMUSG00000035133","0662","+","ENSMUSG00000035133",52516077,52567852,"upstream",-120783,120517,"NearestStart","Arhgap5","11855"
"12",69296589,69296955,367,"0667 ENSMUSG00000020978","0667","+","ENSMUSG00000020978",69296681,69310687,"overlapStart",-92,92,"NearestStart","Klhdc2","69554"
"12",69892674,69893118,445,"0669 ENSMUSG00000021066","0669","+","ENSMUSG00000021066",69893105,69964085,"overlapStart",-431,13,"NearestStart","Atl1","73991"
"12",72745520,72745769,250,"0674 ENSMUSG00000021096","0674","+","ENSMUSG00000021096",72761211,72794940,"upstream",-15691,15442,"NearestStart","Ppm1a","19042"
"12",73719868,73720068,201,"0677 ENSMUSG00000021108","0677","+","ENSMUSG00000021108",73584797,73778185,"inside",135071,58117,"NearestStart","Prkch","18755"
"12",74283869,74284200,332,"0678 ENSMUSG00000071265","0678","+","ENSMUSG00000071265",74288735,74295945,"upstream",-4866,4535,"NearestStart","1700086L19Rik","74284"
"12",75818298,75818568,271,"0679 ENSMUSG00000063450","0679","+","ENSMUSG00000063450",75818134,76110926,"inside",164,164,"NearestStart","Syne2","319565"
"12",76694985,76695522,538,"0681 ENSMUSG00000088356","0681","+","ENSMUSG00000088356",76691980,76692261,"downstream",3005,2724,"NearestStart","Gm24010",
"12",77238915,77239126,212,"0683 ENSMUSG00000021065","0683","+","ENSMUSG00000021065",77238104,77476338,"inside",811,811,"NearestStart","Fut8","53618"
"12",80010276,80010476,201,"0684 ENSMUSG00000097417","0684","+","ENSMUSG00000097417",80108034,80113000,"upstream",-97758,97558,"NearestStart","AC108401.1",
"12",80023246,80023622,377,"0685 ENSMUSG00000097417","0685","+","ENSMUSG00000097417",80108034,80113000,"upstream",-84788,84412,"NearestStart","AC108401.1",
"12",80758396,80758596,201,"0689 ENSMUSG00000097575","0689","+","ENSMUSG00000097575",80758406,80761267,"overlapStart",-10,10,"NearestStart","AC134537.1",
"12",81026827,81027065,239,"0690 ENSMUSG00000021136","0690","+","ENSMUSG00000021136",81026808,81186414,"inside",19,19,"NearestStart","Smoc1","64075"
"12",86181457,86181700,244,"0695 ENSMUSG00000097543","0695","+","ENSMUSG00000097543",86169341,86195102,"inside",12116,12116,"NearestStart","AC159318.2",
"12",86470894,86471264,371,"0696 ENSMUSG00000021255","0696","+","ENSMUSG00000021255",86361117,86521628,"inside",109777,50364,"NearestStart","Esrrb","26380"
"12",86478966,86479213,248,"0697 ENSMUSG00000021255","0697","+","ENSMUSG00000021255",86361117,86521628,"inside",117849,42415,"NearestStart","Esrrb","26380"
"12",86801296,86801538,243,"0700 ENSMUSG00000088403","0700","+","ENSMUSG00000088403",86809957,86810258,"upstream",-8661,8419,"NearestStart","Gm25888",
"12",86932647,86932910,264,"0702 ENSMUSG00000034157","0702","+","ENSMUSG00000034157",86947343,86965362,"upstream",-14696,14433,"NearestStart","2310044G17Rik","217732"
"12",86947025,86947434,410,"0703 ENSMUSG00000034157","0703","+","ENSMUSG00000034157",86947343,86965362,"overlapStart",-318,91,"NearestStart","2310044G17Rik","217732"
"12",88910888,88911088,201,"0705 ENSMUSG00000066392","0705","+","ENSMUSG00000066392",88722876,90334935,"inside",188012,188012,"NearestStart","Nrxn3","18191"
"12",99011159,99011434,276,"0706 ENSMUSG00000062582","0706","+","ENSMUSG00000062582",99047230,99047577,"upstream",-36071,35796,"NearestStart","Rpl30-ps8","667779"
"12",100199355,100199654,300,"0709 ENSMUSG00000001175","0709","+","ENSMUSG00000001175",100199435,100209806,"overlapStart",-80,80,"NearestStart","Calm1","12313"
"12",102469197,102469397,201,"0711 ENSMUSG00000021192","0711","+","ENSMUSG00000021192",102469134,102497902,"inside",63,63,"NearestStart","Golga5","27277"
"12",104902556,104902756,201,"0715 ENSMUSG00000021101","0715","+","ENSMUSG00000021101",104865330,104871524,"downstream",37226,31032,"NearestStart","4930408O17Rik","73928"
"12",106175236,106175579,344,"0716 ENSMUSG00000077640","0716","+","ENSMUSG00000077640",106221075,106221206,"upstream",-45839,45496,"NearestStart","Gm24986",
"12",106480576,106480776,201,"0718 ENSMUSG00000091762","0718","+","ENSMUSG00000091762",106459150,106459495,"downstream",21426,21081,"NearestStart","Gm3191","100041191"
"12",108757841,108758266,426,"0721 ENSMUSG00000021264","0721","+","ENSMUSG00000021264",108792973,108816632,"upstream",-35132,34707,"NearestStart","Yy1","22632"
"12",109948276,109949015,740,"0723 ENSMUSG00000093351","0723","+","ENSMUSG00000093351",109747878,109747960,"downstream",200398,200316,"NearestStart","Mir3072","100499517"
"12",110850144,110850459,316,"0725 ENSMUSG00000021271","0725","+","ENSMUSG00000021271",110850279,110869998,"overlapStart",-135,135,"NearestStart","Zfp839","72805"
"12",111038900,111039100,201,"0726 ENSMUSG00000037896","0726","+","ENSMUSG00000037896",111039351,111115901,"upstream",-451,251,"NearestStart","Rcor1","217864"
"12",111143039,111143403,365,"0727 ENSMUSG00000021277","0727","+","ENSMUSG00000021277",111166370,111267153,"upstream",-23331,22967,"NearestStart","Traf3","22031"
"12",112146127,112146537,411,"0729 ENSMUSG00000021294","0729","+","ENSMUSG00000021294",112146235,112181746,"overlapStart",-108,108,"NearestStart","Kif26a","668303"
"12",113140063,113140294,232,"0731 ENSMUSG00000006356","0731","+","ENSMUSG00000006356",113140236,113145504,"overlapStart",-173,58,"NearestStart","Crip2","68337"
"12",117039520,117039720,201,"0732 ENSMUSG00000065538","0732","+","ENSMUSG00000065538",117250817,117250885,"upstream",-211297,211097,"NearestStart","Mir153","387171"
"12",117047532,117047775,244,"0733 ENSMUSG00000065538","0733","+","ENSMUSG00000065538",117250817,117250885,"upstream",-203285,203042,"NearestStart","Mir153","387171"
"12",117153696,117154105,410,"0734 ENSMUSG00000065538","0734","+","ENSMUSG00000065538",117250817,117250885,"upstream",-97121,96712,"NearestStart","Mir153","387171"
"12",117173356,117173607,252,"0735 ENSMUSG00000065538","0735","+","ENSMUSG00000065538",117250817,117250885,"upstream",-77461,77210,"NearestStart","Mir153","387171"
"12",117684057,117684352,296,"0736 ENSMUSG00000089482","0736","+","ENSMUSG00000089482",117574342,117574447,"downstream",109715,109610,"NearestStart","Gm24741",
"12",118766544,118766782,239,"0738 ENSMUSG00000088797","0738","+","ENSMUSG00000088797",118753554,118753752,"downstream",12990,12792,"NearestStart","Gm22537",
"12",4768861,4769272,412,"0641 ENSMUSG00000050545","0641","-","ENSMUSG00000050545",4746216,4769267,"overlapStart",406,5,"NearestStart","Fam228b","207921"
"12",12927164,12927455,292,"0646 ENSMUSG00000037169","0646","-","ENSMUSG00000037169",12936096,12941914,"downstream",14750,8641,"NearestStart","Mycn","18109"
"12",12943214,12943677,464,"0647 ENSMUSG00000037169","0647","-","ENSMUSG00000037169",12936096,12941914,"upstream",-1300,1300,"NearestStart","Mycn","18109"
"12",27065000,27065367,368,"0650 ENSMUSG00000094002","0650","-","ENSMUSG00000094002",27140796,27160633,"downstream",95633,75429,"NearestStart","Gm9866","636791"
"12",29096020,29096330,311,"0651 ENSMUSG00000089583","0651","-","ENSMUSG00000089583",29035180,29035294,"upstream",-60726,60726,"NearestStart","Gm23342",
"12",31949373,31949615,243,"0652 ENSMUSG00000002996","0652","-","ENSMUSG00000002996",31926254,31950535,"inside",1162,920,"NearestStart","Hbp1","73389"
